Instruction_id,category,selfdialog_norm
restaurant-table-3,9,need table fancy upscale place city louisville ky vincenzos seems fit tastes would like book table yes sounds great day time next tuesday pm many people people work function see need anything special think people bringing kids maybe high chairs sorry vincenzos carry high chairs place place else magnolia high chairs next best option ok lets one everything well reservation yes sorry allow parties serious would like try another resturant thanks
coffee-ordering,4,coffeeordering
coffee-ordering,4,coffeeordering
movie-tickets-2,7,please find places showing dumbo sheridan dumbo showing twin cinema tower cinema either serve dinner foods yes twin cinema full dinner menu ok book tickets twin ok many tickets need two would like go pm tomorrow checking twin cinema tickets seated together pm tower together seated together pm ok buy tower purchased tickets pm showing dumbo tower cinima offer snack bar standard movie snacks also serve alcohol ok thats fine need address cinema thank would like text ticket confirmation yes thank thats need text sent
movie-tickets-1,1,wanting see movie tonight wentzville movie would like see greta sounds good would like see bb wentzville tower yes fine one movie pm one movie pm one works one pm okay great reserved seating okay yes many seats would like reserve need would like pick seat sure six rows row would like want second row back would like near stair middle middle putting seat e e sounds good two tickets greta pm seats e e yes tickets sent mobile device thank
auto-repair-appt-1,5,hi need make appointment car yes car nissan altima yes problem car need oil change done okay would like synthetic yes please alright get phone number please yes okay would like appointment tomorrow noon yes ill make appointment time thank name would david well ok mr well thank anything else would like thats everything alright ill make appointment money paid person alright good day thanks
restaurant-table,0,restauranttable
pizza-ordering,3,pizzaordering
uber-lyft,6,uberlyft
restaurant-table,0,restauranttable
pizza-ordering,3,pizzaordering
auto-repair-appt-1,5,hi need see schedule appointment intelligent auto solutions wrong car stalled twice today worried happening check engine light ok would like schedule available tomorrow let check intelligent auto solutions come anytime pm tomorrow intelligent auto solutions availability pm see slot pm make time wont work meeting anything tomorrow morning yes see available slot ok schedule ok make model kia soul perfect see fee consultation ok fine brought car intelligent auto solutions past service yes handled oil changes tire rotation ok perfect phone number contact information give need reach reach agnesbemailcom ok agnes taken care appointment wiht intelligent auto solutions mrs agnes b phone number kia soul checked issue causing car stall thanks
pizza-ordering,3,pizzaordering
movie-tickets-3,2,hey man hey boss whats busy need need pair movie tickets tonight chicago okay let pull site awesome okay movie shazam sold popular movie okay dumbo imax let check thanks man sold really yep imax guess im movie tonight sorry boss worries tried anything else nope thats thanks man got
pizza-ordering,3,pizzaordering
auto-repair-appt-1,5,hi call intelligent auto solutions car please oil change smoking need mechanic ok online model car chevy outback year need name charlie penman phone want give exactly car really know started smoking drove mile ok said get ten tomorrow look tomorrow smoking drive wont towed said ok might get look tomorrow fine tell way ok say dollar charge look see going refunded work done ok thats fine ok chevy back registered charlie penman dropped shortly thats correct thank
